date,adj_close,close,high,low,open,volume,ticker
2015-01-02,171.09365844726562,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900,SPY
2015-01-05,168.00376892089844,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600,SPY
2015-01-06,166.42138671875,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400,SPY
2015-01-07,168.49517822265625,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700,SPY
2015-01-08,171.4851531982422,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800,SPY
2015-01-09,170.11093139648438,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300,SPY
2015-01-12,168.77835083007812,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100,SPY
2015-01-13,168.30361938476562,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300,SPY
2015-01-14,167.2875518798828,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100,SPY
2015-01-15,165.75503540039062,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900,SPY
2015-01-16,167.92884826660156,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600,SPY
2015-01-20,168.28700256347656,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100,SPY
2015-01-21,169.1364288330078,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700,SPY
2015-01-22,171.65167236328125,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000,SPY
2015-01-23,170.7105712890625,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800,SPY
2015-01-26,171.11036682128906,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700,SPY
2015-01-27,168.85337829589844,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600,SPY
2015-01-28,166.68783569335938,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300,SPY
2015-01-29,168.2286834716797,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400,SPY
2015-01-30,166.1132049560547,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700,SPY
2015-02-02,168.1703643798828,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000,SPY
2015-02-03,170.60231018066406,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900,SPY
2015-02-04,169.95265197753906,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700,SPY
